uniqueid,text,text_translated,media,source,mode,num_persons,_timestamp,confidence,source_reliability,locations,origin_bool,origin,destination,geom_tweet,triage_status
1621,"@dailysunsa Syrian refugees chased from Hungary to Austria,why not come to SA,our border posts r uncontrolled and welcomes everybody.",syrian refugees chased from hungary to austria why not come to sa our border posts r uncontrolled and welcomes everybody,,twitter,,,2019-09-28 07:36:20.000000,0.54,0.73,"['hungary', 'austria', 'syria']",,HU,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1622,RT @mashable: Hungarian buses bring weary refugees to Austrian welcome http://t.co/txYmF878fg http://t.co/02peLEmK50,hungarian buses bring weary refugees to austrian welcome,['http://pbs.twimg.com/media/COH5EZ7UcAA6_IO.jpg'],twitter,bus,,2019-09-28 07:38:34.000000,0.89,0.74,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
1623,Hungarian buses bring weary refugees to Austrian welcome: There were smiles early Saturday morning at the Austrian border as the firs...,hungarian buses bring weary refugees to austrian welcome there were smiles early saturday morning at the austrian border as the firs,,twitter,bus,,2019-09-28 07:39:57.000000,0.75,0.87,"['austria', 'austria']",,,,010100000076711B0DE05D30409A99999999194840,
1624,Hungarian buses bring weary refugees to Austrian welcome: There were smiles early Saturday morning at the Aust... http://t.co/x4E5BnwNf5,hungarian buses bring weary refugees to austrian welcome there were smiles early saturday morning at the aust,,twitter,bus,,2019-09-28 07:45:39.000000,0.75,0.66,"['aust', 'austria']",,,UKK12,,
1625,Busloads of exhausted migrants greeted by applause:  http://t.co/Vs90P8EeSD,busloads of exhausted migrants greeted by applause,,twitter,bus,,2019-09-28 07:52:15.000000,0.62,0.10,[],,,,,
1626,"RT @haaretzcom: 4,000 refugees cross Austrian border from Hungary, numbers could double, police say http://t.co/BA9co75VnP http://t.co/sS02…",4 000 refugees cross austrian border from hungary numbers could double police say,['http://pbs.twimg.com/media/COH8W9CVAAAvwQH.jpg'],twitter,,0,2019-09-28 07:52:58.000000,1.00,0.61,"['hungary', 'austria']",,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1627,Hungary begins busing migrants to Austrian border - Washington Post http://t.co/Mcz6kK1vvI #news,hungary begins busing migrants to austrian border washington post news,,twitter,bus,,2019-09-28 07:56:55.000000,0.77,0.93,"['hungary', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1628,"4,000 refugees cross Austrian border, numbers could double: police http://t.co/M18Xop2IX8",4 000 refugees cross austrian border numbers could double police,,twitter,,0,2019-09-28 08:03:26.000000,0.62,0.44,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
1629,RT @IrishTimes: Refugees begin arriving into Austria from Hungary http://t.co/PI90ySy66x via @IrishTimesWorld http://t.co/2AD3n6dnaF,refugees begin arriving into austria from hungary via,['http://pbs.twimg.com/media/COIBNMfUwAAVNPS.jpg'],twitter,,,2019-09-28 08:14:07.000000,0.82,0.99,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
1630,RT @sadomoh20: #marchofhope #Hungary #refugees about 100people heading from györ to Austria border with kids new location http://t.co/cSUo5…,marchofhope hungary refugees about 100people heading from györ to austria border with kids new location,['http://pbs.twimg.com/media/COIBcgZXAAEYJtO.jpg'],twitter,on foot,,2019-09-28 08:15:20.000000,0.52,0.15,"['hungary', 'austria']",,,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1631,Austria welcomes migrants from Hungary with open arms:  http://t.co/N0Jcz3SFp0,austria welcomes migrants from hungary with open arms,,twitter,,,2019-09-28 08:22:43.000000,0.67,0.68,"['austria', 'hungary']",,HU,,010100000076711B0DE05D30409A99999999194840,
1632,http://t.co/MqLhu6cWdy Hungarian buses with refugees arrive at Austrian border - The Hindu #topstories,hungarian buses with refugees arrive at austrian border the hindu topstories,,twitter,bus,,2019-09-28 08:31:15.000000,0.98,0.86,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
1633,Migrants arrive in Austria after Hungary provides buses - BBC News,migrants arrive in austria after hungary provides buses bbc news,,twitter,bus,,2019-09-28 08:32:18.000000,0.91,0.93,"['austria', 'hungary']",,,AT,010100000076711B0DE05D30409A99999999194840,
1634,RT @dllebanon: First refugees arrive from Hungary after Austria and Germany open borders: NNA - The first of thousands of ref... http://t.c…,first refugees arrive from hungary after austria and germany open borders nna the first of thousands of ref,,twitter,,,2019-09-28 08:43:54.000000,0.70,0.62,"['hungary', 'austria', 'germany']",,HU,HU,0101000000B003E78C280D3340D7A3703D0ABF4740,
1635,RT @MichaelBonvalot: Hundreds come spontaneously to #Vienna #Westbahnhof to bring donations for #refugees #marchofhope #refugeeswelcome htt…,hundreds come spontaneously to vienna westbahnhof to bring donations for refugees marchofhope refugeeswelcome htt,['http://pbs.twimg.com/media/COIKhzbWsAEazya.jpg'],twitter,on foot,,2019-09-28 08:54:55.000000,0.86,0.05,['vienna westbahnhof'],,,,,
1636,Hungary migrants walk through night towards Austria - BBC News http://t.co/fMp7t82nNA http://t.co/yZBNXmM88r,hungary migrants walk through night towards austria bbc news,['http://pbs.twimg.com/media/COILujMVAAAoxzt.png'],twitter,on foot,,2019-09-28 09:00:05.000000,0.80,0.74,"['hungary', 'austria']",,,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1637,"RT @jennyhillBBC: Reuters - police expect up to 10,000 refugees to arr Germany today",reuters police expect up to 10 000 refugees to arr germany today,,twitter,,,2019-09-28 09:00:28.000000,0.99,0.59,['germany'],,,,0101000000151DC9E53FC42A40EEEBC03923424A40,
1638,Busloads of weary migrants arrive in Austria http://t.co/tvzPTBwxIr,busloads of weary migrants arrive in austria,,twitter,bus,,2019-09-28 09:04:33.000000,0.66,1.00,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
1639,Hungarian buses bring weary #refugees to Austrian welcome http://t.co/YCe2wcBvh2 #usworld #hungary #austria,hungarian buses bring weary refugees to austrian welcome usworld hungary austria,,twitter,bus,,2019-09-28 09:11:03.000000,0.99,0.75,"['hungary', 'austria']",,,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1640,"RT @MiddleEastEye: Austria expects up to 10,000 refugees crossing from Hungary http://t.co/V572VdiTuq http://t.co/TBkQQFtgdm",austria expects up to 10 000 refugees crossing from hungary,['http://pbs.twimg.com/media/COIQUx8UkAUKbPj.jpg'],twitter,,,2019-09-28 09:20:10.000000,0.99,0.99,"['austria', 'hungary']",,HU,,010100000076711B0DE05D30409A99999999194840,
1641,Latest: Destination Germany as thousands of migrants reach Austria from Hungary http://t.co/3GvBpcJvCb,latest destination germany as thousands of migrants reach austria from hungary,,twitter,,,2019-09-28 09:24:33.000000,0.98,1.00,"['germany', 'austria', 'hungary']",,HU,AT,0101000000151DC9E53FC42A40EEEBC03923424A40,
1642,RT @BBCGavinHewitt: Budapest station is once again packed with refugees,budapest station is once again packed with refugees,,twitter,,,2019-09-28 09:30:07.000000,0.81,0.08,['budapest'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1643,RT @panyiszabolcs: Out of nowhere 600-800 #refugees frm camp Debrecen flooded the #Keleti station looking 4 trains 2 #Germany. #hungary htt…,out of nowhere 600 800 refugees frm camp debrecen flooded the keleti station looking 4 trains 2 germany hungary htt,['http://pbs.twimg.com/media/COISvIiWUAA5x-B.jpg'],twitter,train,800,2019-09-28 09:30:43.000000,1.00,0.02,"['debrecen', 'germany', 'hungary']",,,,01010000006B9A779CA2A33540A4703D0AD7C34740,
1644,RT @greensboro_nc: Austria expects 10000 migrants from Hungary - RTE.ie http://t.co/xGPkMVkYww #news http://t.co/dTn9DeI06L,austria expects 10000 migrants from hungary rte ie news,['http://pbs.twimg.com/media/COIYF2jUwAAb-7A.jpg'],twitter,,10000,2019-09-28 09:54:06.000000,1.00,0.78,"['austria', 'hungary']",,HU,,010100000076711B0DE05D30409A99999999194840,
1645,RT @AOlmosPhotos: The refugees are leaving Keleti station in Budapest. Walking to Austria again http://t.co/c3IE79axwU,the refugees are leaving keleti station in budapest walking to austria again,['http://pbs.twimg.com/media/COIYaREUEAA2XSl.jpg'],twitter,on foot,,2019-09-28 09:55:35.000000,0.67,0.45,"['budapest', 'austria']",,HU110,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1646,WITH OPEN ARMS  Thousands of migrants welcomed into Austria http://t.co/B8FXGAUC8l #fox,with open arms thousands of migrants welcomed into austria fox,,twitter,,,2019-09-28 09:55:36.000000,0.81,1.00,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
1647,"RT @Muschelschloss: #marchofhope #Austria
A second #Refugees-March has left #Budapest #Keleti. ca. 1.000 people
http://t.co/umvNmBxWtJ ht…",marchofhope austria a second refugees march has left budapest keleti ca 1 000 people ht,,twitter,on foot,,2019-09-28 10:08:18.000000,0.99,0.29,"['austria', 'budapest']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1648,"RT @BBCBreaking: Second group of 1,000 migrants leaves main station in Hungarian capital, Budapest, on foot for Austrian border http://t.co…",second group of 1 000 migrants leaves main station in hungarian capital budapest on foot for austrian border,,twitter,on foot,,2019-09-28 10:09:10.000000,1.00,1.00,"['budapest', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1649,"RT @Conflicts: BREAKING: Second group of 1,000 migrants leaves main station in Budapest, on foot for Austria - @martinkaul

http://t.co/mK4…",breaking second group of 1 000 migrants leaves main station in budapest on foot for austria,['http://pbs.twimg.com/media/COIX-xYW8AA7q6F.jpg'],twitter,on foot,,2019-09-28 10:11:00.000000,1.00,0.83,"['budapest', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1650,RT @balintszlanko: "Dude. We made it." Refugees arriving to Austria from #Hungary this morning. ##refugeecrisis http://t.co/ZfpP7rtSIG,dude we made it refugees arriving to austria from hungary this morning refugeecrisis,['http://pbs.twimg.com/media/COIboeNUcAI-O2M.jpg'],twitter,,,2019-09-28 10:12:10.000000,0.70,0.67,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
1651,The first train carrying migrants from Austria to Germany has arrived in Munich. Listen here http://t.co/Dw0cHZqOf8,the first train carrying migrants from austria to germany has arrived in munich listen here,,twitter,train,,2019-09-28 10:12:22.000000,0.94,0.75,"['austria', 'germany', 'munich']",,AT,DE,010100000052499D8026222740454772F90F114840,
1652,"#Hungary just stopped the bus-transfer to Austria-Germany for refugees.
Incredible...",hungary just stopped the bus transfer to austria germany for refugees incredible,,twitter,bus,,2019-09-28 10:12:33.000000,0.97,0.04,"['hungary', 'austria', 'germany']",,,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1653,"RT @AFP: #BREAKING: German police expect up to 7,000 migrants to arrive from Hungary on Saturday",breaking german police expect up to 7 000 migrants to arrive from hungary on saturday,,twitter,,,2019-09-28 10:18:04.000000,1.00,0.86,['hungary'],,HU,HU,0101000000B003E78C280D3340D7A3703D0ABF4740,
1676,Here's the issue of the moment! Thousands of Migrants Reach Austria as New Groups Set Off - New York Times,heres the issue of the moment ! thousands of migrants reach austria as new groups set off new york times,,twitter,,,2019-09-28 12:10:03.000000,0.86,1.00,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
1654,"RT @griffwitte: 10,000 refugees expected in Austria today, per the Red Cross. About 20 percent are sick or injured. http://t.co/Q3xwh3HSUq",10 000 refugees expected in austria today per the red cross about 20 percent are sick or injured,['http://pbs.twimg.com/ext_tw_video_thumb/640106936411799552/pu/img/oW3lLAQTsDdcojT1.jpg'],twitter,,0,2019-09-28 10:20:01.000000,1.00,0.52,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
1655,RT @HKesvani: A group of refugees attempted and failed to board a train to austria. Many waiting outside http://t.co/U8FNN00zaL,a group of refugees attempted and failed to board a train to austria many waiting outside,['http://pbs.twimg.com/media/COIev6wWwAAtSXx.jpg'],twitter,train,,2019-09-28 10:23:14.000000,0.50,0.15,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
1656,"RT @BienvndoRefug: Group of 1,000 migrants leaves main station in Hungarian capital,on foot for Austrian border http://t.co/AS9ScqqE9u http…",group of 1 000 migrants leaves main station in hungarian capital on foot for austrian border,['http://pbs.twimg.com/media/COIfIqLXAAE-6Ez.jpg'],twitter,on foot,,2019-09-28 10:24:53.000000,1.00,1.00,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
1657,"Thousands of refugees flow into Austria from Hungary

http://t.co/sjJ868zKex",thousands of refugees flow into austria from hungary,,twitter,,,2019-09-28 10:35:49.000000,0.64,1.00,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
1658,rt #AUSvNZL Thousands of migrants reach Austria: Thousands of exhausted migrants cross into Austria after Hung...  http://t.co/IeiGWM5PGP,rt ausvnzl thousands of migrants reach austria thousands of exhausted migrants cross into austria after hung,,twitter,,,2019-09-28 10:39:37.000000,0.99,1.00,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
1659,Thousands of refugees flow into Austria from Hungary: People ferried by buses cross the border after Austria a... http://t.co/RulnJGQyHG,thousands of refugees flow into austria from hungary people ferried by buses cross the border after austria a,,twitter,bus,,2019-09-28 10:55:39.000000,0.99,1.00,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
1660,RT @sadomoh20: #marchofhope #Hungary #refugees about 800people heading from györ to Austria border help all new location and pic http://t.c…,marchofhope hungary refugees about 800people heading from györ to austria border help all new location and pic,['http://pbs.twimg.com/media/COImH8-UcAAEsG1.jpg'],twitter,on foot,,2019-09-28 10:56:38.000000,0.62,0.10,"['hungary', 'austria']",,,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
1661,"Thousands of migrants have crossed into Austria, after Hungary's surprise move to take them by bus to the border.... http://t.co/Yg24KEXQYE",thousands of migrants have crossed into austria after hungarys surprise move to take them by bus to the border,,twitter,bus,,2019-09-28 11:08:34.000000,0.89,1.00,"['austria', 'hungary']",,,AT,010100000076711B0DE05D30409A99999999194840,
1662,RT @TypewriterIntl: News in Europe: Thousands of migrants reach Austria  http://t.co/sTmT8itXju,news in europe thousands of migrants reach austria,,twitter,,,2019-09-28 11:13:39.000000,0.94,1.00,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
1663,RT @lindseyhilsum: Several hundred refugees and migrants waiting for Hungary/Austria border to reopen. #dyingtogethere http://t.co/efm5Zs7G…,several hundred refugees and migrants waiting for hungary austria border to reopen dyingtogethere,['http://pbs.twimg.com/media/COIrHiRWIAAHbHT.jpg'],twitter,,100,2019-09-28 11:17:14.000000,1.00,0.42,"['hungary', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1664,Bus Fleet in Hungary Carries Migrants to Austrian Welcome http://t.co/E7fe4WzjYA,bus fleet in hungary carries migrants to austrian welcome,,twitter,bus,,2019-09-28 11:27:43.000000,0.78,0.71,"['hungary', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
1665,WSJ: Thousands of migrants reach Austria from Hungary http://t.co/JJien9CSQH,wsj thousands of migrants reach austria from hungary,,twitter,,,2019-09-28 11:30:20.000000,1.00,1.00,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
1666,RT @Refugees: People in #Vienna are donating train tickets for refugees' onwards journeys in #Europe. #Austria http://t.co/GpfIYf8UHV,people in vienna are donating train tickets for refugees onwards journeys in europe austria,['http://pbs.twimg.com/media/COIuRHoW8AAipI0.jpg'],twitter,train,,2019-09-28 11:31:13.000000,0.57,0.99,"['vienna', 'austria']",,,,010100000076711B0DE05D30409A99999999194840,
1667,"Thousands of migrants reach Austria, Germany after Hungary mobilizes buses http://t.co/XUvfNnzCVA",thousands of migrants reach austria germany after hungary mobilizes buses,,twitter,bus,,2019-09-28 11:35:05.000000,0.77,1.00,"['austria', 'germany', 'hungary']",,,DE,010100000076711B0DE05D30409A99999999194840,
1668,"RT @vs_hu: Refugees cross the river Danube in Budapest, to leave Hungary and walk to Austria. #migrantmarch #marchofhope http://t.co/kpFKot…",refugees cross the river danube in budapest to leave hungary and walk to austria migrantmarch marchofhope,['http://pbs.twimg.com/media/COIwFNwWwAEJkXw.jpg'],twitter,on foot,,2019-09-28 11:38:55.000000,0.66,0.52,"['river danube', 'budapest', 'hungary', 'austria']",,HU,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
